address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
Fox Crk Lot 1,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,68000,Land,-1.0,61705
Fox Crk Lot 10,1295099,0,0,0,1295017,Bloomington,-1,-1.0,0,39900,Land,-1.0,61705
301 Low St,1207568,0,0,0,1207437,Bloomington,-1,-1.0,0,20000,Land,-1.0,61701
2407 Fox Creek Rd,804479,0,0,0,1571726,Bloomington,-1,57934.8,4,234000,Land,-1.0,61705
Heartland Hls Lot 135,872025,0,0,0,1295017,Bloomington,-1,-1.0,1,49000,Land,-1.0,61704
Fox Crk Lot 527,872025,0,0,0,1295017,Bloomington,-1,-1.0,3,61000,Land,-1.0,61704
Hershey Grv Lot 75,872025,0,0,0,1295017,Bloomington,-1,-1.0,3,60000,Land,-1.0,61704
Fox Crk Lot 185-86,523649,0,0,0,1295017,Bloomington,-1,-1.0,3,56000,Land,-1.0,61701
1607 N Linden St,1548431,2,0,3,1280142,Normal,2,-1.0,30,162500,Single Family Home,2568,61761
202 S Parkside Rd,591989,1,1,3,1280142,Normal,2,-1.0,25,149900,Single Family Home,1834,61761
7 Wilmette Dr,1221216,1,1,3,1280142,Normal,1,-1.0,24,130000,Single Family Home,1876,61761
2701 Limestone Ct,911852,2,1,4,1280142,Normal,3,-1.0,2,299900,Single Family Home,3190,61761
2710 Shepard Rd,911852,2,1,3,1280142,Normal,2,-1.0,1,267900,Single Family Home,2846,61761
1004 Chippewa St,430485,2,1,3,3054550,Normal,2,-1.0,30,159900,Single Family Home,3102,61761
107 Hammitt Dr,6449,3,1,5,1571726,Normal,2,-1.0,22,149900,Single Family Home,3588,61761
1812 Partridge Pt,1237791,2,1,4,1295017,Normal,3,-1.0,13,245000,Single Family Home,3276,61761
1103 Turtle Crk,1855850,3,1,4,1280142,Normal,3,-1.0,30,280000,Single Family Home,3720,61761
1077 Harmony Way,1329957,3,1,5,1571726,Normal,3,-1.0,30,274900,Single Family Home,3378,61761
902 Green Ave,1646092,1,0,3,3054550,Normal,2,-1.0,27,115000,Single Family Home,952,61761
1102 Westview Dr,1301728,2,0,3,1280142,Normal,2,-1.0,26,163000,Single Family Home,2576,61761
1405 Searle Dr,1279681,1,1,3,1571726,Normal,-1,-1.0,21,104900,Single Family Home,1819,61761
1606A Beech St,1295099,3,0,2,1295017,Normal,2,-1.0,13,124900,Single Family Home,1740,61761
1034 Stags Leap Rd,1548431,2,1,4,1280142,Normal,2,-1.0,1,284880,Single Family Home,3167,61761
3012 Bear Claw St,7995,2,1,4,3054550,Normal,3,-1.0,30,235000,Single Family Home,3088,61761
1611 Tompkins Dr,7995,3,0,3,3054550,Normal,2,-1.0,30,162900,Single Family Home,3986,61761
103 William Dr,21881,2,1,4,1571726,Normal,1,-1.0,27,146900,Single Family Home,2016,61761
1111 Abercorn St,1427353,2,0,4,1280142,Normal,2,-1.0,23,146000,Single Family Home,2134,61761
118 N Blair Dr,6449,3,1,4,1571726,Normal,2,-1.0,22,189000,Single Family Home,3357,61761
318 Raleigh Ct,430485,3,0,4,3054550,Normal,2,-1.0,30,169900,Single Family Home,2373,61761
1001 Turtle Crk,283157,3,1,4,1207437,Normal,3,-1.0,24,289999,Single Family Home,3956,61761
1198 Onyx Ln,881654,3,1,3,1280142,Normal,2,-1.0,23,185000,Single Family Home,2446,61761
903 N Linden St Apt 17,420364,1,1,2,1280142,Normal,1,-1.0,17,87000,Condo/Townhome/Row Home/Co-Op,948,61761
401 Ironwood,1101631,3,1,4,712753,Normal,3,-1.0,30,419000,Single Family Home,4506,61761
410 Labrador Ln,1237791,3,1,4,1295017,Normal,2,-1.0,25,239900,Single Family Home,2561,61761
1408 Montgomery St,29336,2,1,3,1571726,Normal,2,-1.0,19,127500,Single Family Home,2793,61761
205 Gregory St,744586,2,0,3,3054550,Normal,1,-1.0,30,144900,Single Family Home,2118,61761
104 E Vernon Ave,1501366,1,1,3,3054550,Normal,2,-1.0,30,154900,Single Family Home,2307,61761
28 Ethell Pkwy,1207564,1,1,3,1207437,Normal,1,-1.0,26,124900,Single Family Home,1976,61761
227 Belview Ave,1709801,2,1,3,1280142,Normal,1,-1.0,19,145000,Single Family Home,2192,61761
700 N Adelaide St Apt 110,486538,2,1,3,-1,Normal,-1,-1.0,14,66900,Condo/Townhome/Row Home/Co-Op,1350,61761
208 W Irving St,7995,0,0,16,3054550,Normal,-1,-1.0,1,560000,Multi-Family Home,4000,61761
1417 Hull St,1613798,3,1,3,1571726,Normal,2,-1.0,30,159900,Single Family Home,2883,61761
2326 Clifton Ct,1237791,3,1,5,1295017,Normal,3,-1.0,30,319900,Single Family Home,4274,61761
911 Apple St,1194290,3,0,3,1571726,Normal,2,-1.0,22,149900,Single Family Home,2472,61761
903 N Linden St Apt 127,21881,1,1,2,1571726,Normal,1,-1.0,19,97000,Condo/Townhome/Row Home/Co-Op,1070,61761
1628 Belclare Rd,1319879,2,1,3,1571726,Normal,2,-1.0,18,174900,Single Family Home,2385,61761
906 S Cottage Ave,1231308,1,0,3,1295017,Normal,1,-1.0,18,89900,Single Family Home,1736,61761
103 Doud Ct,111130,2,1,4,1207437,Normal,2,-1.0,17,149900,Single Family Home,2441,61761
1202 N Walnut St,283157,2,0,3,1207437,Normal,2,-1.0,19,159999,Single Family Home,2488,61761
2974 Benson Ln,1571756,3,0,3,712753,Normal,2,-1.0,30,189900,Single Family Home,2972,61761
1031 Decoy Ct,1279681,3,1,4,1571726,Normal,2,-1.0,30,279900,Single Family Home,3140,61761
800 Normal Ave,692040,2,1,4,1295017,Normal,4,-1.0,25,184900,Single Family Home,2938,61761
507 Marian Ave,1207560,1,0,3,712753,Normal,2,-1.0,24,134900,Single Family Home,2522,61761
Sedona Lot 171,872025,0,0,0,1295017,Normal,-1,-1.0,0,53500,Land,-1.0,61761
1311 Bryce Ct,1855850,3,1,5,1280142,Normal,2,-1.0,30,230000,Single Family Home,2806,61761
2972 Bear Claw St,1440709,3,1,4,712753,Normal,2,-1.0,28,234900,Single Family Home,3232,61761
2945 E Raab Rd,1231308,2,0,3,1295017,Normal,2,-1.0,24,169900,Single Family Home,2654,61761
240 Parktrail Rd,5174,2,1,4,1207437,Normal,2,-1.0,9,118900,Single Family Home,2016,61761
801 N Linden St,1295086,3,1,5,1295017,Normal,2,-1.0,30,229900,Single Family Home,5226,61761
300 Thicket Pt,1450930,2,0,3,1571726,Normal,2,-1.0,30,249900,Single Family Home,3482,61761
1613 Brougham St,2208869,2,1,4,1280142,Normal,6,-1.0,30,205000,Single Family Home,2688,61761
710 Hester Ave,2202955,1,1,4,1280142,Normal,2,-1.0,18,135000,Single Family Home,2346,61761
1904 Park West Dr,6449,3,0,3,1571726,Normal,2,-1.0,15,141900,Single Family Home,2196,61761
1402 Hovey Ave,804479,1,0,3,1571726,Normal,1,-1.0,24,94500,Single Family Home,1056,61761
25 Norwood Dr,1207547,1,0,4,1207437,Normal,1,-1.0,16,104500,Single Family Home,1264,61761
15 Clinton Pl,5296,3,0,4,1571726,Normal,2,-1.0,30,204900,Single Family Home,2904,61761
1509 Olmsted Rd,6449,3,1,5,1571726,Normal,3,-1.0,30,264500,Single Family Home,3863,61761
206 Adelaide,6449,2,1,4,1571726,Normal,1,-1.0,30,147000,Single Family Home,2640,61761
1212 Broadway,5296,2,1,5,1571726,Normal,2,-1.0,30,319900,Single Family Home,3749,61761
1810 Loblolly Dr,111130,3,1,4,1207437,Normal,3,-1.0,26,329000,Single Family Home,2644,61761
1718 Flagstone Dr,21881,3,1,5,1571726,Normal,3,-1.0,23,249900,Single Family Home,3022,61761
916 S Linden St,111130,2,0,2,1207437,Normal,2,-1.0,21,144900,Single Family Home,1772,61761
1002 Kern St,1295099,1,0,2,1295017,Normal,1,-1.0,19,80000,Single Family Home,823,61761
110 S Orr Dr,758933,3,0,4,-1,Normal,2,10018.800000000001,16,124900,Single Family Home,2324,61761
807 Weatherby Way,1346837,4,0,4,1280142,Normal,2,-1.0,1,435400,Single Family Home,3801,61761
1042 Stags Leap Rd,1346837,2,1,4,1280142,Normal,3,-1.0,1,291297,Single Family Home,3547,61761
808 Weatherby Way,1346837,2,0,2,1280142,Normal,2,-1.0,1,398340,Single Family Home,3476,61761
1040 Stags Leap Rd,1346837,2,0,3,1280142,Normal,2,-1.0,1,285906,Single Family Home,3120,61761
1307 Ironwood Cc Dr,1193279,3,0,3,1571726,Normal,3,-1.0,30,284900,Single Family Home,3595,61761
1187 Blue Bill Way,1329957,2,1,3,1571726,Normal,2,-1.0,29,176900,Single Family Home,2875,61761
1203 Sawgrass Dr,5295,2,1,3,1207437,Normal,2,-1.0,30,184900,Single Family Home,2636,61761
1206 Roland Dr,430485,1,1,3,3054550,Normal,1,-1.0,30,148500,Single Family Home,2362,61761
19906 E 1600 North Rd,523674,2,1,4,712753,Normal,3,239580.0,28,399900,Single Family Home,4080,61761
1310 Kingsridge Ct,2206294,2,1,4,1280142,Normal,1,-1.0,27,129500,Condo/Townhome/Row Home/Co-Op,1975,61761
1061 Geyser Peak Rd,192211,2,1,4,1280142,Normal,2,-1.0,25,230000,Single Family Home,3009,61761
3 Alexander Ct,1295089,3,0,3,1295017,Normal,1,-1.0,28,177500,Single Family Home,2543,61761
2245 Holbrook Dr,1346837,2,0,3,1280142,Normal,3,10890.0,25,284900,Single Family Home,3390,61761
1165 Duck Horn Dr,15043,2,1,3,1295017,Normal,2,-1.0,24,219900,Single Family Home,2602,61761
223 Orlando Ave,1207563,2,0,4,1207437,Normal,1,-1.0,19,147500,Single Family Home,2040,61761
1712 Coralstone Way,911852,3,1,4,1280142,Normal,3,-1.0,2,267000,Single Family Home,2899,61761
1722 Coralstone Way,911852,3,1,4,1280142,Normal,2,-1.0,2,264000,Single Family Home,2899,61761
1013 Porter Ln,763456,3,0,4,1295017,Normal,2,-1.0,30,164900,Single Family Home,2686,61761
3251 Butterfly Dr,182757,2,1,4,1571726,Normal,2,-1.0,23,237500,Single Family Home,2878,61761
5 Boone Ct,1376376,2,0,3,1295017,Normal,2,-1.0,18,149900,Single Family Home,2076,61761
1219 Roland Dr,1571756,2,0,3,712753,Normal,2,-1.0,30,129900,Single Family Home,2268,61761
1200 Russell St,1194290,3,0,3,1571726,Normal,2,-1.0,30,129900,Single Family Home,2520,61761
501 S Blair Dr,1319879,2,0,3,1571726,Normal,2,-1.0,21,157900,Single Family Home,3508,61761
Raab Rd,111130,0,0,0,1207437,Normal,-1,4356000.0,0,3000000,Land,-1.0,61761
Franklin Hts Lot 2,111130,0,0,0,1207437,Normal,-1,-1.0,0,60000,Land,-1.0,61761
Franklin Hts Lot 18,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 27,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 9,111130,0,0,0,1207437,Normal,-1,-1.0,0,55000,Land,-1.0,61761
Franklin Hts Lot 5,111130,0,0,0,1207437,Normal,-1,-1.0,0,70000,Land,-1.0,61761
Franklin Hts Lot 11,111130,0,0,0,1207437,Normal,-1,-1.0,0,55000,Land,-1.0,61761
Franklin Hts Lot 20,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 19,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Outlote Franklin Hts,111130,0,0,0,1207437,Normal,-1,283140.0,0,793279,Land,-1.0,61761
Franklin Hts Lot 3,111130,0,0,0,1207437,Normal,-1,-1.0,0,45000,Land,-1.0,61761
Franklin Hts Lot 40,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 50,111130,0,0,0,1207437,Normal,-1,-1.0,0,79000,Land,-1.0,61761
Franklin Hts Lot 69,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 68,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 42,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 39,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 34,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 28,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 36,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 58,111130,0,0,0,1207437,Normal,-1,-1.0,0,41000,Land,-1.0,61761
Franklin Hts Lot 66,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 8,111130,0,0,0,1207437,Normal,-1,-1.0,0,55000,Land,-1.0,61761
Franklin Hts Lot 26,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Outlotf Franklin Hts,111130,0,0,0,1207437,Normal,-1,162043.2,0,1634000,Land,-1.0,61761
Outlotg Franklin Hts,111130,0,0,0,1207437,Normal,-1,495712.80000000005,0,2478564,Land,-1.0,61761
Franklin Hts Lot 12,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 23,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 22,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 16,111130,0,0,0,1207437,Normal,-1,-1.0,0,75000,Land,-1.0,61761
Franklin Hts Lot 15,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 13,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Outloth Franklin Hts,111130,0,0,0,1207437,Normal,-1,152460.0,0,647955,Land,-1.0,61761
Outlotd Franklin Hts,111130,0,0,0,1207437,Normal,-1,214315.19999999998,0,428630,Land,-1.0,61761
Franklin Hts Lot 10,111130,0,0,0,1207437,Normal,-1,-1.0,0,55000,Land,-1.0,61761
Franklin Hts Lot 14,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 21,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Raab Rd,111130,0,0,0,1207437,Normal,-1,4356000.0,0,3000000,Land,-1.0,61761
Franklin Hts Lot 2,111130,0,0,0,1207437,Normal,-1,-1.0,0,60000,Land,-1.0,61761
Franklin Hts Lot 18,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 27,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 9,111130,0,0,0,1207437,Normal,-1,-1.0,0,55000,Land,-1.0,61761
Franklin Hts Lot 5,111130,0,0,0,1207437,Normal,-1,-1.0,0,70000,Land,-1.0,61761
Franklin Hts Lot 11,111130,0,0,0,1207437,Normal,-1,-1.0,0,55000,Land,-1.0,61761
Franklin Hts Lot 20,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Franklin Hts Lot 19,111130,0,0,0,1207437,Normal,-1,-1.0,0,42000,Land,-1.0,61761
Outlote Franklin Hts,111130,0,0,0,1207437,Normal,-1,283140.0,0,793279,Land,-1.0,61761
Franklin Hts Lot 3,111130,0,0,0,1207437,Normal,-1,-1.0,0,45000,Land,-1.0,61761
Franklin Hts Lot 1,111130,0,0,0,1207437,Normal,-1,-1.0,0,45000,Land,-1.0,61761
Franklin Hts Lot 67,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 70,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 63,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 80,111130,0,0,0,1207437,Normal,-1,-1.0,0,69000,Land,-1.0,61761
Franklin Hts Lot 72,111130,0,0,0,1207437,Normal,-1,-1.0,0,69000,Land,-1.0,61761
Franklin Hts Lot 71,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 64,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 77,111130,0,0,0,1207437,Normal,-1,-1.0,0,75000,Land,-1.0,61761
Franklin Hts Lot 79,111130,0,0,0,1207437,Normal,-1,-1.0,0,69000,Land,-1.0,61761
Franklin Hts Lot 82,111130,0,0,0,1207437,Normal,-1,-1.0,0,39000,Land,-1.0,61761
Franklin Hts Lot 61,111130,0,0,0,1207437,Normal,-1,-1.0,0,45000,Land,-1.0,61761
Franklin Hts Lot 46,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 45,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 46,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 59,111130,0,0,0,1207437,Normal,-1,-1.0,0,41000,Land,-1.0,61761
Franklin Hts Lot 60,111130,0,0,0,1207437,Normal,-1,-1.0,0,41000,Land,-1.0,61761
Franklin Hts Lot 47,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 62,111130,0,0,0,1207437,Normal,-1,-1.0,0,35000,Land,-1.0,61761
Franklin Hts Lot 35,111130,0,0,0,1207437,Normal,-1,-1.0,0,40000,Land,-1.0,61761
Franklin Hts Lot 61,111130,0,0,0,1207437,Normal,-1,-1.0,0,45000,Land,-1.0,61761
2359 Corrigan Way,5040,2,1,4,1295017,Normal,2,-1.0,30,239500,Single Family Home,3324,61761
2245 Chase Ln,1653756,2,0,3,712753,Normal,2,-1.0,24,219900,Single Family Home,3624,61761
1819 Setter St,22772,3,0,3,1295017,Normal,2,-1.0,22,239900,Single Family Home,2808,61761
507 Manchester Rd,1956224,2,0,3,712753,Normal,1,-1.0,18,138500,Single Family Home,1547,61761
1101 Whitaker St,523674,2,0,4,712753,Normal,2,-1.0,1,145900,Single Family Home,2304,61761
818 Jersey Ave,744586,3,0,4,3054550,Normal,3,-1.0,30,319900,Single Family Home,6953,61761
1407 Bird Ct,1708364,3,0,4,3054550,Normal,2,-1.0,30,244900,Single Family Home,3274,61761
1307 Kingsridge Ct Apt B,1207570,2,1,2,1207437,Normal,2,-1.0,25,127500,Condo/Townhome/Row Home/Co-Op,2160,61761
700 N Adelaide St Apt 118,1956224,1,1,2,712753,Normal,-1,-1.0,2,55000,Condo/Townhome/Row Home/Co-Op,840,61761
109 Nottingham Chase,1501366,2,0,3,3054550,Normal,1,-1.0,30,135000,Single Family Home,1483,61761
1011 Norwood Dr,1221216,3,0,3,1280142,Normal,2,-1.0,29,159000,Single Family Home,3300,61761
1102 Chippewa St,159571,2,1,4,1571726,Normal,2,-1.0,30,159900,Single Family Home,3414,61761
1309 Heritage Rd E,5295,2,1,4,1207437,Normal,2,-1.0,29,165000,Single Family Home,2025,61761
2700 Fieldstone Ct,523649,3,1,5,1295017,Normal,3,-1.0,28,325000,Single Family Home,4033,61761
908 S Adelaide St,7995,2,0,2,3054550,Normal,1,-1.0,30,110000,Single Family Home,2200,61761
700 N Adelaide St Apt 50,486538,2,1,4,-1,Normal,-1,-1.0,15,69900,Condo/Townhome/Row Home/Co-Op,1260,61761
1010 Ironwood,1571763,3,1,4,1571726,Normal,3,-1.0,30,259900,Single Family Home,4186,61761
1109 Kings Mill Rd,1101631,2,1,4,712753,Normal,2,-1.0,30,164900,Single Family Home,2838,61761
2225 N Bridge Dr,523615,2,1,4,712753,Normal,3,-1.0,30,309000,Single Family Home,4056,61761
1509 Tamarack Cc Trl,748021,3,1,6,1207437,Normal,3,-1.0,27,314900,Single Family Home,5200,61761
902 S Cottage Ave,2925148,1,0,3,-1,Normal,2,-1.0,27,109900,Single Family Home,2016,61761
815 Sheridan Rd,1571756,1,1,3,712753,Normal,1,-1.0,26,147500,Single Family Home,2268,61761
818 Manchester Dr,43657,2,0,2,1207437,Normal,1,-1.0,18,109500,Single Family Home,2052,61761
1011 Kings Mill Rd,1887423,2,2,4,1207437,Normal,2,-1.0,30,210000,Single Family Home,3004,61761
1163 Blue Bill Way,523649,2,1,3,1295017,Normal,2,-1.0,15,169900,Single Family Home,2779,61761
1326 Dillon Dr,1805631,1,1,4,1571726,Normal,1,-1.0,8,105000,Single Family Home,1169,61761
906 Crestline Dr,4165,2,1,5,1207437,Normal,2,22651.2,30,219999,Single Family Home,3783,61761
206 Parktrail Rd,2740227,2,1,3,712753,Normal,2,-1.0,24,120000,Single Family Home,1695,61761
1817 Truman Dr,21881,1,1,4,1571726,Normal,1,-1.0,18,129900,Single Family Home,1638,61761
117 Crossing Dr,1345180,2,1,3,-1,Normal,-1,-1.0,16,94900,Condo/Townhome/Row Home/Co-Op,1566,61761
706 N Fell Ave,1501366,1,1,2,3054550,Normal,2,-1.0,30,129900,Single Family Home,1637,61761
6 Clinton Pl,692040,2,2,4,1295017,Normal,2,-1.0,30,319900,Single Family Home,3561,61761
1502 Ironwood,1279681,3,1,4,1571726,Normal,3,-1.0,27,249900,Single Family Home,3548,61761
903 N Linden St Apt 16,523649,1,0,2,1295017,Normal,1,-1.0,18,89900,Condo/Townhome/Row Home/Co-Op,921,61761
2514 Shepard Rd,2993191,3,1,4,1295017,Normal,2,-1.0,30,259900,Single Family Home,3055,61761
302 E Poplar St,1193279,2,1,3,1571726,Normal,1,-1.0,26,127900,Single Family Home,1984,61761
1613 Cutter Ct,1571752,2,1,3,1571726,Normal,2,-1.0,25,154000,Single Family Home,1967,61761
2267 Heather Ridge Dr,425443,2,2,4,1571726,Normal,3,-1.0,27,269900,Single Family Home,3302,61761
1716 Braden Dr,748021,2,0,4,1207437,Normal,2,-1.0,26,153900,Single Family Home,2648,61761
214 Foster Dr,5295,2,0,3,1207437,Normal,2,-1.0,17,125000,Single Family Home,3048,61761
1407 Hull St,2743947,3,1,4,1280142,Normal,2,-1.0,30,149900,Single Family Home,2748,61761
306 Augustine Way,7995,3,1,5,3054550,Normal,2,-1.0,30,240000,Single Family Home,4600,61761
703 Cullom St,1501366,1,0,2,3054550,Normal,1,-1.0,30,99000,Single Family Home,1900,61761
201 Sandra Ln,1295092,2,0,3,1295017,Normal,2,13503.6,30,134900,Single Family Home,1616,61761
1307 Beacon Hill Ct,744586,2,1,2,3054550,Normal,2,-1.0,30,149900,Single Family Home,2231,61761
101 Anthony Dr,955915,3,0,4,712753,Normal,2,-1.0,28,209900,Single Family Home,3718,61761
1195 Lodge Pole Ln,1846189,2,1,5,1295017,Normal,2,-1.0,26,219000,Single Family Home,3185,61761
201 Harter Ln,65952,2,0,3,1571726,Normal,1,-1.0,30,152500,Single Family Home,2366,61761
1500 Aurora Way,579783,1,0,3,1571726,Normal,-1,-1.0,30,119500,Single Family Home,1409,61761
3013 Three Eagles St,1279681,2,1,4,1571726,Normal,2,-1.0,29,229900,Single Family Home,3574,61761
2181 Dawson Dr,591989,3,0,3,1280142,Normal,2,-1.0,28,150000,Single Family Home,2290,61761
1206 N School St,1222389,1,1,3,1280142,Normal,2,-1.0,24,159900,Single Family Home,1992,61761
302 Robert Dr,692040,2,2,4,1295017,Normal,2,-1.0,23,164000,Single Family Home,2584,61761
1813 Truman Dr,1329957,2,0,4,1571726,Normal,1,-1.0,1,132500,Single Family Home,2014,61761
901 E Shelbourne Dr,4783,2,1,3,1571726,Normal,2,-1.0,30,129500,Single Family Home,2748,61761
1327 Lismore Ln,1231308,2,2,3,1295017,Normal,2,-1.0,25,189900,Single Family Home,2058,61761
1332 Dillon Dr,1237791,1,1,4,1295017,Normal,1,-1.0,23,115000,Single Family Home,1206,61761
454 Fort Kendall,1231308,3,1,5,1295017,Normal,4,-1.0,1,356290,Single Family Home,3528,61761
302 Fieldcrest Ct,392860,3,0,3,1207437,Normal,2,-1.0,30,195000,Single Family Home,2206,61761
302 N Coolidge St,1207544,2,0,3,1207437,Normal,2,-1.0,27,159900,Single Family Home,3278,61761
1808 Partridge Pt,129980,3,1,4,1280142,Normal,3,-1.0,27,285000,Single Family Home,4304,61761
2850 Grey Hawk Dr,1805631,3,1,5,1571726,Normal,3,-1.0,30,269900,Single Family Home,3296,61761
8 Hawthorne Dr,430485,2,0,3,3054550,Normal,1,-1.0,30,153000,Single Family Home,2360,61761
903 Linden # 136,1231308,1,1,2,1295017,Normal,1,-1.0,29,99900,Condo/Townhome/Row Home/Co-Op,1200,61761
1336 Petaluma Dr,1501366,2,1,4,3054550,Normal,2,-1.0,30,239900,Single Family Home,3250,61761
1302 Kern St,430485,1,1,3,3054550,Normal,2,-1.0,25,132500,Single Family Home,1426,61761
1241 Lodge Pole Ln,1207564,3,1,4,1207437,Normal,3,-1.0,30,269500,Single Family Home,3354,61761
2285 Elwood Ln,1613798,2,0,3,1571726,Normal,2,-1.0,29,214000,Single Family Home,2928,61761
1018 Crooked Stick Ln,192211,2,1,4,1280142,Normal,2,-1.0,23,192000,Single Family Home,2640,61761
3180 Shepard Rd,15043,2,1,4,1295017,Normal,2,-1.0,20,189900,Single Family Home,2922,61761
518 W Grv,2723886,0,0,7,-1,Bloomington,-1,-1.0,1,63900,Multi-Family Home,4650,61761
1301 Beacon Hill Ct,1295133,2,1,2,1295017,Normal,2,-1.0,24,139900,Single Family Home,1624,61761
2923 Buffalo Ln,523649,2,1,4,1295017,Normal,3,-1.0,26,249900,Single Family Home,3558,61761
1032 Stags Leap Rd,1346837,2,0,3,1280142,Normal,2,-1.0,30,259900,Single Family Home,3120,61761
3002 Grey Hawk Dr,1571752,3,1,5,1571726,Normal,3,-1.0,7,258800,Single Family Home,3580,61761
406 S Linden St,1855850,1,0,2,1280142,Normal,1,-1.0,1,79900,Single Family Home,725,61761
1515 Belclare Rd,283157,3,1,2,1207437,Normal,2,-1.0,29,229990,Single Family Home,3960,61761
1116 Travertine Rd,1279681,3,0,3,1571726,Normal,3,-1.0,17,349900,Single Family Home,3024,61761
2714 Shepard Rd,1279681,2,1,3,1571726,Normal,2,-1.0,1,287900,Single Family Home,3030,61761
409 Bradley Ln,2688224,2,0,3,1571726,Normal,2,-1.0,30,159000,Single Family Home,1523,61761
402 Ironwood,1501366,2,1,4,3054550,Normal,3,-1.0,28,255000,Single Family Home,3712,61761
801 Dresser Dr,1938118,3,1,5,1207437,Normal,2,-1.0,26,233900,Single Family Home,3200,61761
2972 Three Eagles St,43657,3,1,4,1207437,Normal,2,-1.0,22,229500,Single Family Home,3120,61761
1007 Canyon Creek Rd,1346837,3,0,3,1280142,Normal,2,-1.0,30,189900,Single Family Home,2564,61761
1413 Hull St,1221216,2,1,3,1280142,Normal,2,-1.0,30,139900,Single Family Home,2883,61761
1412 Chadwick Dr,1194290,2,1,4,1571726,Normal,2,-1.0,30,169900,Single Family Home,2448,61761
35 Payne Pl,1193279,1,0,3,1571726,Normal,1,-1.0,17,129900,Single Family Home,2300,61761
99 W Lincoln,860512,0,0,0,712753,Normal,-1,-1.0,6,13900,Land,-1.0,61761
1615 N School St,591989,1,0,2,1280142,Normal,1,-1.0,28,95000,Single Family Home,1050,61761
201 Keiser Ave,2046247,1,1,3,712753,Normal,2,-1.0,14,134900,Single Family Home,1600,61761
1208 Hanson Dr,1548431,2,2,4,1280142,Normal,2,-1.0,30,204000,Single Family Home,3250,61761
410 Gambel Ct,2206294,2,1,3,1280142,Normal,2,-1.0,25,225000,Single Family Home,2808,61761
